2024-10-10 03:10:23 - [2024-10-10 03:10:23] MonsterMonstruo 231003101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 09:57:04 - [2024-10-10 09:57:04] MonsterMonstruo 495609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 09:57:06 - [2024-10-10 09:57:06] MonsterMonstruo 515609101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 09:57:20 - [2024-10-10 09:57:20] MonsterMonstruo 195709101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 09:57:22 - [2024-10-10 09:57:22] MonsterMonstruo 215709101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 09:57:26 - [2024-10-10 09:57:26] MonsterMonstruo 255709101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 09:57:28 - [2024-10-10 09:57:28] MonsterMonstruo 275709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 3.
2024-10-10 09:57:32 - [2024-10-10 09:57:32] MonsterMonstruo 315709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 09:57:36 - [2024-10-10 09:57:36] MonsterMonstruo 345709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 495609101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 515609101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 195709101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 215709101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 255709101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 275709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 3.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 315709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 09:57:48 - [2024-10-10 09:57:48] Monster Monstruo 345709101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 09:57:50 - [2024-10-10 09:57:50] MonsterMonstruo 375709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 09:57:52 - [2024-10-10 09:57:52] MonsterMonstruo 485709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 09:58:06 - [2024-10-10 09:58:06] MonsterMonstruo 65809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 09:58:08 - [2024-10-10 09:58:08] MonsterMonstruo 85809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 09:58:10 - [2024-10-10 09:58:10] MonsterMonstruo 105809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 09:58:12 - [2024-10-10 09:58:12] MonsterMonstruo 115809101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 09:58:14 - [2024-10-10 09:58:14] MonsterMonstruo 125809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 09:58:16 - [2024-10-10 09:58:16] MonsterMonstruo 165809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 375709101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 485709101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 65809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 85809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 105809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 115809101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 125809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 09:58:28 - [2024-10-10 09:58:28] Monster Monstruo 165809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 09:58:37 - [2024-10-10 09:58:37] MonsterMonstruo 355809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 09:58:39 - [2024-10-10 09:58:39] MonsterMonstruo 375809101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 1.
2024-10-10 09:58:41 - [2024-10-10 09:58:41] MonsterMonstruo 405809101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 2.
2024-10-10 09:58:43 - [2024-10-10 09:58:43] MonsterMonstruo 425809101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 09:58:45 - [2024-10-10 09:58:45] MonsterMonstruo 445809101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 09:58:51 - [2024-10-10 09:58:51] MonsterMonstruo 505809101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 10:22:04 - [2024-10-10 10:22:04] MonsterMonstruo 42210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 10:22:08 - [2024-10-10 10:22:08] MonsterMonstruo 72210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:22:12 - [2024-10-10 10:22:12] MonsterMonstruo 102210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 2.
2024-10-10 10:22:14 - [2024-10-10 10:22:14] MonsterMonstruo 112210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:22:16 - [2024-10-10 10:22:16] MonsterMonstruo 132210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 10:22:20 - [2024-10-10 10:22:20] MonsterMonstruo 182210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 10:22:24 - [2024-10-10 10:22:24] MonsterMonstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:22:28 - [2024-10-10 10:22:28] MonsterMonstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 42210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 72210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 102210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 112210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 132210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 182210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:22:44 - [2024-10-10 10:22:44] MonsterMonstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:22:46 - [2024-10-10 10:22:46] MonsterMonstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:22:48 - [2024-10-10 10:22:48] MonsterMonstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:22:50 - [2024-10-10 10:22:50] MonsterMonstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:22:52 - [2024-10-10 10:22:52] MonsterMonstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:22:54 - [2024-10-10 10:22:54] MonsterMonstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 10:22:58 - [2024-10-10 10:22:58] MonsterMonstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:23:02 - [2024-10-10 10:23:02] MonsterMonstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:23:16 - [2024-10-10 10:23:16] MonsterMonstruo 12310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:23:20 - [2024-10-10 10:23:20] MonsterMonstruo 182310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 10:23:24 - [2024-10-10 10:23:24] MonsterMonstruo 222310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:23:32 - [2024-10-10 10:23:32] MonsterMonstruo 312310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:23:34 - [2024-10-10 10:23:34] MonsterMonstruo 322310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:23:36 - [2024-10-10 10:23:36] MonsterMonstruo 362310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:23:38 - [2024-10-10 10:23:38] MonsterMonstruo 372310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:23:40 - [2024-10-10 10:23:40] MonsterMonstruo 382310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 12310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 182310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 222310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 312310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 322310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 362310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 372310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:23:52 - [2024-10-10 10:23:52] Monster Monstruo 382310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:23:55 - [2024-10-10 10:23:55] MonsterMonstruo 402310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:23:57 - [2024-10-10 10:23:57] MonsterMonstruo 422310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:24:03 - [2024-10-10 10:24:03] MonsterMonstruo 12410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:24:07 - [2024-10-10 10:24:07] MonsterMonstruo 52410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 10:24:19 - [2024-10-10 10:24:19] MonsterMonstruo 172410101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 3.
2024-10-10 10:24:23 - [2024-10-10 10:24:23] MonsterMonstruo 212410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:24:29 - [2024-10-10 10:24:29] MonsterMonstruo 282410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:24:31 - [2024-10-10 10:24:31] MonsterMonstruo 302410101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 4.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 402310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 422310101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 12410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 52410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 172410101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 212410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 282410101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:24:43 - [2024-10-10 10:24:43] Monster Monstruo 302410101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:24:45 - [2024-10-10 10:24:45] MonsterMonstruo 442410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:24:49 - [2024-10-10 10:24:49] MonsterMonstruo 472410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 10:24:55 - [2024-10-10 10:24:55] MonsterMonstruo 542410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:24:59 - [2024-10-10 10:24:59] MonsterMonstruo 582410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 10:25:01 - [2024-10-10 10:25:01] MonsterMonstruo 2510101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 10:25:03 - [2024-10-10 10:25:03] MonsterMonstruo 12510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 3.
2024-10-10 10:25:05 - [2024-10-10 10:25:05] MonsterMonstruo 42510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:25:07 - [2024-10-10 10:25:07] MonsterMonstruo 52510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 442410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 472410101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 542410101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 2.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 582410101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 2.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 2510101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 12510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 3.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 42510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:25:19 - [2024-10-10 10:25:19] Monster Monstruo 52510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 4.
2024-10-10 10:25:21 - [2024-10-10 10:25:21] MonsterMonstruo 202510101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 1.
2024-10-10 10:25:27 - [2024-10-10 10:25:27] MonsterMonstruo 262510101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 1.
2024-10-10 10:25:31 - [2024-10-10 10:25:31] MonsterMonstruo 302510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:25:33 - [2024-10-10 10:25:33] MonsterMonstruo 322510101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 2.
2024-10-10 10:25:39 - [2024-10-10 10:25:39] MonsterMonstruo 382510101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:25:47 - [2024-10-10 10:25:47] MonsterMonstruo 462510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:25:49 - [2024-10-10 10:25:49] MonsterMonstruo 482510101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 4.
