2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: NATALIA, Priority: No, Number: PROGRA, of 1, INTELIGENCIA, VELOCIDAD, LOCURA, 
2024-10-10 09:45:06 - [2024-10-10 09:45:06] The order: Name: ALLAN, Priority: No, Number: 2, of DESTRUCCION, 
2024-10-10 10:22:21 - [2024-10-10 10:22:21] The monster Monstruo 212210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:22 - [2024-10-10 10:22:22] Monster Monstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:22:23 - [2024-10-10 10:22:23] The monster Monstruo 232210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:24 - [2024-10-10 10:22:24] MonsterMonstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:22:24 - [2024-10-10 10:22:24] The monster Monstruo 242210101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:22:25 - [2024-10-10 10:22:25] The monster Monstruo 252210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:26 - [2024-10-10 10:22:26] The monster Monstruo 262210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:27 - [2024-10-10 10:22:27] Monster Monstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:22:28 - [2024-10-10 10:22:28] MonsterMonstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 4.
2024-10-10 10:22:28 - [2024-10-10 10:22:28] The monster Monstruo 282210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:29 - [2024-10-10 10:22:29] The monster Monstruo 292210101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 42210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 1.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 72210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica emptied from tray 1.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 102210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 112210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 132210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 182210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 3.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 4.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 402210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] Monster Monstruo 42210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was dequeued.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 42210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 72210101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica entered the garbage collector because inspector 1 discarded it.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 102210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered the garbage collector because inspector 2 discarded it.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 112210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 132210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 182210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered the garbage collector because inspector 1 discarded it.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 222210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered storage and is available for delivery.
2024-10-10 10:22:40 - [2024-10-10 10:22:40] The monster Monstruo 272210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered storage and is available for delivery.
2024-10-10 10:22:41 - [2024-10-10 10:22:41] The monster Monstruo 412210101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:22:42 - [2024-10-10 10:22:42] Monster Monstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:22:43 - [2024-10-10 10:22:43] The monster Monstruo 432210101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:22:44 - [2024-10-10 10:22:44] MonsterMonstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:22:44 - [2024-10-10 10:22:44] Monster Monstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:22:45 - [2024-10-10 10:22:45] The monster Monstruo 452210101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:46 - [2024-10-10 10:22:46] MonsterMonstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 1.
2024-10-10 10:22:46 - [2024-10-10 10:22:46] Monster Monstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:22:47 - [2024-10-10 10:22:47] Monster Monstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:22:48 - [2024-10-10 10:22:48] MonsterMonstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 2.
2024-10-10 10:22:48 - [2024-10-10 10:22:48] Monster Monstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:22:49 - [2024-10-10 10:22:49] The monster Monstruo 492210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:50 - [2024-10-10 10:22:50] MonsterMonstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:22:50 - [2024-10-10 10:22:50] Monster Monstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada was enqueued.
2024-10-10 10:22:51 - [2024-10-10 10:22:51] The monster Monstruo 512210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:52 - [2024-10-10 10:22:52] MonsterMonstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 3.
2024-10-10 10:22:52 - [2024-10-10 10:22:52] The monster Monstruo 522210101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:53 - [2024-10-10 10:22:53] The monster Monstruo 532210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:54 - [2024-10-10 10:22:54] MonsterMonstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada added to tray 3.
2024-10-10 10:22:54 - [2024-10-10 10:22:54] The monster Monstruo 542210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:22:55 - [2024-10-10 10:22:55] The monster Monstruo 552210101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:22:56 - [2024-10-10 10:22:56] The monster Monstruo 562210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:22:57 - [2024-10-10 10:22:57] Monster Monstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:22:58 - [2024-10-10 10:22:58] MonsterMonstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 4.
2024-10-10 10:22:58 - [2024-10-10 10:22:58] The monster Monstruo 582210101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:22:59 - [2024-10-10 10:22:59] The monster Monstruo 592210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:23:00 - [2024-10-10 10:23:00] Monster Monstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta was enqueued.
2024-10-10 10:23:01 - [2024-10-10 10:23:01] Monster Monstruo 12310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was enqueued.
2024-10-10 10:23:02 - [2024-10-10 10:23:02] MonsterMonstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta added to tray 4.
2024-10-10 10:23:02 - [2024-10-10 10:23:02] The monster Monstruo 22310101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:03 - [2024-10-10 10:23:03] The monster Monstruo 32310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica emptied from tray 1.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 1.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica emptied from tray 2.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 2.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 3.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada emptied from tray 3.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada emptied from tray 4.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta emptied from tray 4.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 142310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] Monster Monstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica was dequeued.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 422210101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica entered storage and is available for delivery.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 442210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered the garbage collector because inspector 1 discarded it.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 462210101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered the garbage collector because inspector 2 discarded it.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 472210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 482210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 502210101024 , Tipo: VENENO , Combinación Oscura, Radioactivo, Despiadada entered the garbage collector because inspector 1 discarded it.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 572210101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada entered storage and is available for delivery.
2024-10-10 10:23:14 - [2024-10-10 10:23:14] The monster Monstruo 2310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered storage and is available for delivery.
2024-10-10 10:23:15 - [2024-10-10 10:23:15] The monster Monstruo 152310101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:16 - [2024-10-10 10:23:16] MonsterMonstruo 12310101024 , Tipo: LOCURA , Combinación Cósmica, Radioactivo, Caótica added to tray 1.
2024-10-10 10:23:16 - [2024-10-10 10:23:16] The monster Monstruo 162310101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:17 - [2024-10-10 10:23:17] The monster Monstruo 172310101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:18 - [2024-10-10 10:23:18] Monster Monstruo 182310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:23:19 - [2024-10-10 10:23:19] The monster Monstruo 192310101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:20 - [2024-10-10 10:23:20] MonsterMonstruo 182310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 1.
2024-10-10 10:23:20 - [2024-10-10 10:23:20] The monster Monstruo 202310101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:21 - [2024-10-10 10:23:21] The monster Monstruo 212310101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:22 - [2024-10-10 10:23:22] Monster Monstruo 222310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada was enqueued.
2024-10-10 10:23:23 - [2024-10-10 10:23:23] The monster Monstruo 232310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:24 - [2024-10-10 10:23:24] MonsterMonstruo 222310101024 , Tipo: REGENERACION , Combinación Oscura, Orgánico, Despiadada added to tray 2.
2024-10-10 10:23:24 - [2024-10-10 10:23:24] The monster Monstruo 242310101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered the garbage collector because it was GOOD.
2024-10-10 10:23:26 - [2024-10-10 10:23:26] The monster Monstruo 262310101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:23:27 - [2024-10-10 10:23:27] The monster Monstruo 272310101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:28 - [2024-10-10 10:23:28] The monster Monstruo 282310101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:29 - [2024-10-10 10:23:29] The monster Monstruo 292310101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:23:30 - [2024-10-10 10:23:30] The monster Monstruo 302310101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:23:31 - [2024-10-10 10:23:31] Monster Monstruo 312310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica was enqueued.
2024-10-10 10:23:32 - [2024-10-10 10:23:32] Monster Monstruo 322310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica was enqueued.
2024-10-10 10:23:32 - [2024-10-10 10:23:32] MonsterMonstruo 312310101024 , Tipo: VELOCIDAD , Combinación Elemental, Orgánico, Caótica added to tray 2.
2024-10-10 10:23:33 - [2024-10-10 10:23:33] The monster Monstruo 332310101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered the garbage collector because it was GOOD.
2024-10-10 10:23:34 - [2024-10-10 10:23:34] The monster Monstruo 342310101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered the garbage collector because it was GOOD.
2024-10-10 10:23:34 - [2024-10-10 10:23:34] MonsterMonstruo 322310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica added to tray 3.
2024-10-10 10:23:35 - [2024-10-10 10:23:35] The monster Monstruo 352310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered the garbage collector because it was GOOD.
