2024-10-10 03:10:26 - [2024-10-10 03:10:26] The monster Monstruo 261003101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:32:50 - [2024-10-10 10:32:50] The monster Monstruo 503210101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:32:51 - [2024-10-10 10:32:51] The monster Monstruo 513210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:32:52 - [2024-10-10 10:32:52] The monster Monstruo 523210101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:32:53 - [2024-10-10 10:32:53] The monster Monstruo 533210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:32:54 - [2024-10-10 10:32:54] The monster Monstruo 543210101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:32:55 - [2024-10-10 10:32:55] The monster Monstruo 553210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:32:56 - [2024-10-10 10:32:56] The monster Monstruo 563210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:32:57 - [2024-10-10 10:32:57] The monster Monstruo 573210101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:33:00 - [2024-10-10 10:33:00] The monster Monstruo 3310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:33:22 - [2024-10-10 10:33:22] The monster Monstruo 223310101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:33:27 - [2024-10-10 10:33:27] The monster Monstruo 273310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:33:38 - [2024-10-10 10:33:38] The monster Monstruo 383310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:33:43 - [2024-10-10 10:33:43] The monster Monstruo 433310101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:33:48 - [2024-10-10 10:33:48] The monster Monstruo 483310101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:33:53 - [2024-10-10 10:33:53] The monster Monstruo 533310101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:34:08 - [2024-10-10 10:34:08] The monster Monstruo 83410101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:34:18 - [2024-10-10 10:34:18] The monster Monstruo 183410101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:34:23 - [2024-10-10 10:34:23] The monster Monstruo 233410101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:34:33 - [2024-10-10 10:34:33] The monster Monstruo 333410101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:34:38 - [2024-10-10 10:34:38] The monster Monstruo 383410101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:34:43 - [2024-10-10 10:34:43] The monster Monstruo 433410101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:34:48 - [2024-10-10 10:34:48] The monster Monstruo 483410101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:34:58 - [2024-10-10 10:34:58] The monster Monstruo 583410101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:35:03 - [2024-10-10 10:35:03] The monster Monstruo 33510101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:35:08 - [2024-10-10 10:35:08] The monster Monstruo 83510101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:35:13 - [2024-10-10 10:35:13] The monster Monstruo 133510101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:35:18 - [2024-10-10 10:35:18] The monster Monstruo 183510101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:35:23 - [2024-10-10 10:35:23] The monster Monstruo 233510101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:35:28 - [2024-10-10 10:35:28] The monster Monstruo 283510101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:35:33 - [2024-10-10 10:35:33] The monster Monstruo 333510101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:41:22 - [2024-10-10 10:41:22] The monster Monstruo 224110101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:41:27 - [2024-10-10 10:41:27] The monster Monstruo 274110101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:41:32 - [2024-10-10 10:41:32] The monster Monstruo 324110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:41:37 - [2024-10-10 10:41:37] The monster Monstruo 374110101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:41:39 - [2024-10-10 10:41:39] The monster Monstruo 394110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:41:41 - [2024-10-10 10:41:41] The monster Monstruo 414110101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:41:43 - [2024-10-10 10:41:43] The monster Monstruo 434110101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:41:45 - [2024-10-10 10:41:45] The monster Monstruo 454110101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:41:47 - [2024-10-10 10:41:47] The monster Monstruo 474110101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:41:49 - [2024-10-10 10:41:49] The monster Monstruo 494110101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:41:51 - [2024-10-10 10:41:51] The monster Monstruo 514110101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:41:53 - [2024-10-10 10:41:53] The monster Monstruo 534110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:41:55 - [2024-10-10 10:41:55] The monster Monstruo 554110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:41:57 - [2024-10-10 10:41:57] The monster Monstruo 574110101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:41:59 - [2024-10-10 10:41:59] The monster Monstruo 594110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:42:01 - [2024-10-10 10:42:01] The monster Monstruo 14210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:42:05 - [2024-10-10 10:42:05] The monster Monstruo 54210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:42:07 - [2024-10-10 10:42:07] The monster Monstruo 74210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:42:09 - [2024-10-10 10:42:09] The monster Monstruo 94210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:42:11 - [2024-10-10 10:42:11] The monster Monstruo 114210101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:42:13 - [2024-10-10 10:42:13] The monster Monstruo 134210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:42:15 - [2024-10-10 10:42:15] The monster Monstruo 154210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:42:19 - [2024-10-10 10:42:19] The monster Monstruo 194210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:42:21 - [2024-10-10 10:42:21] The monster Monstruo 214210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:42:25 - [2024-10-10 10:42:25] The monster Monstruo 254210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:42:27 - [2024-10-10 10:42:27] The monster Monstruo 274210101024 , Tipo: BUENO , Combinación Elemental, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:42:29 - [2024-10-10 10:42:29] The monster Monstruo 294210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:42:31 - [2024-10-10 10:42:31] The monster Monstruo 314210101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:42:34 - [2024-10-10 10:42:34] The monster Monstruo 344210101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:42:36 - [2024-10-10 10:42:36] The monster Monstruo 364210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:42:38 - [2024-10-10 10:42:38] The monster Monstruo 384210101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:42:40 - [2024-10-10 10:42:40] The monster Monstruo 404210101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:42:44 - [2024-10-10 10:42:44] The monster Monstruo 444210101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:42:46 - [2024-10-10 10:42:46] The monster Monstruo 464210101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:42:48 - [2024-10-10 10:42:48] The monster Monstruo 484210101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:42:50 - [2024-10-10 10:42:50] The monster Monstruo 504210101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:42:52 - [2024-10-10 10:42:52] The monster Monstruo 524210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:42:54 - [2024-10-10 10:42:54] The monster Monstruo 544210101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:42:56 - [2024-10-10 10:42:56] The monster Monstruo 564210101024 , Tipo: BUENO , Combinación Oscura, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:43:04 - [2024-10-10 10:43:04] The monster Monstruo 44310101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:43:06 - [2024-10-10 10:43:06] The monster Monstruo 64310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:43:08 - [2024-10-10 10:43:08] The monster Monstruo 84310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:43:10 - [2024-10-10 10:43:10] The monster Monstruo 104310101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:43:12 - [2024-10-10 10:43:12] The monster Monstruo 124310101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:43:29 - [2024-10-10 10:43:29] The monster Monstruo 294310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:43:35 - [2024-10-10 10:43:35] The monster Monstruo 354310101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:43:37 - [2024-10-10 10:43:37] The monster Monstruo 374310101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Caótica entered because it was GOOD.
2024-10-10 10:43:41 - [2024-10-10 10:43:41] The monster Monstruo 414310101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:43:45 - [2024-10-10 10:43:45] The monster Monstruo 454310101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:43:51 - [2024-10-10 10:43:51] The monster Monstruo 514310101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] The monster Monstruo 34410101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] The monster Monstruo 394310101024 , Tipo: INTELIGENCIA , Combinación Cósmica, Orgánico, Astuta entered because inspector 2 discarded it.
2024-10-10 10:44:03 - [2024-10-10 10:44:03] The monster Monstruo 474310101024 , Tipo: DESTRUCCION , Combinación Elemental, Radioactivo, Caótica entered because inspector 1 discarded it.
2024-10-10 10:44:05 - [2024-10-10 10:44:05] The monster Monstruo 54410101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:44:07 - [2024-10-10 10:44:07] The monster Monstruo 74410101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:44:09 - [2024-10-10 10:44:09] The monster Monstruo 94410101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:44:11 - [2024-10-10 10:44:11] The monster Monstruo 114410101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:44:13 - [2024-10-10 10:44:13] The monster Monstruo 134410101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:44:15 - [2024-10-10 10:44:15] The monster Monstruo 154410101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:44:19 - [2024-10-10 10:44:19] The monster Monstruo 194410101024 , Tipo: BUENO , Combinación Cósmica, Metálico, Caótica entered because it was GOOD.
2024-10-10 10:44:21 - [2024-10-10 10:44:21] The monster Monstruo 214410101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:44:23 - [2024-10-10 10:44:23] The monster Monstruo 234410101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:44:25 - [2024-10-10 10:44:25] The monster Monstruo 254410101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:44:27 - [2024-10-10 10:44:27] The monster Monstruo 274410101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:44:31 - [2024-10-10 10:44:31] The monster Monstruo 314410101024 , Tipo: BUENO , Combinación Oscura, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:44:33 - [2024-10-10 10:44:33] The monster Monstruo 334410101024 , Tipo: BUENO , Combinación Oscura, Orgánico, Caótica entered because it was GOOD.
2024-10-10 10:50:39 - [2024-10-10 10:50:39] The monster Monstruo 395010101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:50:42 - [2024-10-10 10:50:42] The monster Monstruo 425010101024 , Tipo: BUENO , Combinación Elemental, Radioactivo, Despiadada entered because it was GOOD.
2024-10-10 10:50:45 - [2024-10-10 10:50:45] The monster Monstruo 455010101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:50:48 - [2024-10-10 10:50:48] The monster Monstruo 485010101024 , Tipo: BUENO , Combinación Cósmica, Radioactivo, Astuta entered because it was GOOD.
2024-10-10 10:50:51 - [2024-10-10 10:50:51] The monster Monstruo 515010101024 , Tipo: BUENO , Combinación Elemental, Metálico, Astuta entered because it was GOOD.
2024-10-10 10:50:54 - [2024-10-10 10:50:54] The monster Monstruo 545010101024 , Tipo: BUENO , Combinación Oscura, Metálico, Despiadada entered because it was GOOD.
2024-10-10 10:51:00 - [2024-10-10 10:51:00] The monster Monstruo 5110101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Despiadada entered because it was GOOD.
2024-10-10 10:51:03 - [2024-10-10 10:51:03] The monster Monstruo 35110101024 , Tipo: BUENO , Combinación Elemental, Orgánico, Astuta entered because it was GOOD.
2024-10-10 10:51:09 - [2024-10-10 10:51:09] The monster Monstruo 95110101024 , Tipo: BUENO , Combinación Cósmica, Orgánico, Caótica entered because it was GOOD.
